customer_id,age,employment_type,state,city,credit_score,income
99,22,Salaried,Tamil Nadu,Coimbatore,604,762375
100,21,Salaried,Maharashtra,Mumbai,742,180294
101,34,Salaried,Gujarat,Ahmedabad,714,916055
102,29,Self-Employed,Gujarat,Surat,696,330753
103,37,Salaried,Gujarat,Vadodara,660,239175
104,54,Salaried,Tamil Nadu,Chennai,697,219924
105,29,Self-Employed,Karnataka,Bengaluru,599,417887
106,31,Salaried,Gujarat,Vadodara,790,328228
107,38,Self-Employed,Gujarat,Ahmedabad,793,570267
108,40,Salaried,Telangana,Hyderabad,652,1647422
109,35,Salaried,Delhi,Dwarka,626,1064911
110,34,Salaried,Gujarat,Ahmedabad,639,397151
111,42,Salaried,Gujarat,Surat,691,759192
112,40,Salaried,Gujarat,Ahmedabad,665,562028
113,28,Salaried,Maharashtra,Pune,781,298906
114,35,Self-Employed,Maharashtra,Nagpur,779,593567
115,36,Salaried,Delhi,Rohini,747,347491
116,28,Salaried,Tamil Nadu,Madurai,771,257843
117,38,Self-Employed,Delhi,Rohini,695,397738
118,29,Salaried,Tamil Nadu,Chennai,630,797289
119,44,Salaried,Delhi,Dwarka,635,489303
120,38,Self-Employed,Gujarat,Ahmedabad,613,671255
121,37,Self-Employed,Delhi,Rohini,752,725950
122,31,Salaried,Karnataka,Mangaluru,671,573617
123,35,Salaried,Karnataka,Bengaluru,651,820577
124,21,Salaried,Uttar Pradesh,Noida,791,240224
125,27,Salaried,Karnataka,Mysuru,565,227585
126,39,Salaried,Uttar Pradesh,Kanpur,645,470733
127,21,Salaried,Delhi,New Delhi,644,561148
128,43,Salaried,Telangana,Warangal,620,1464019
129,22,Self-Employed,Karnataka,Mysuru,659,274116
130,42,Salaried,West Bengal,Siliguri,621,477553
131,29,Salaried,West Bengal,Siliguri,589,1048528
132,42,Self-Employed,Gujarat,Ahmedabad,789,1564786
133,37,Salaried,Karnataka,Bengaluru,691,1002660
134,24,Salaried,Tamil Nadu,Coimbatore,598,236223
135,46,Self-Employed,Maharashtra,Pune,588,596579
136,48,Salaried,Tamil Nadu,Coimbatore,668,264543
137,35,Self-Employed,West Bengal,Howrah,639,812703
138,34,Salaried,Delhi,Dwarka,694,230476
139,35,Salaried,Telangana,Nizamabad,646,1783976
140,28,Self-Employed,Telangana,Nizamabad,781,296603
141,45,Salaried,Telangana,Nizamabad,651,1703368
142,32,Salaried,West Bengal,Howrah,568,235096
143,36,Salaried,Uttar Pradesh,Noida,694,233723
144,30,Salaried,Gujarat,Ahmedabad,654,206333
145,31,Self-Employed,Delhi,Dwarka,664,840563
146,26,Salaried,Uttar Pradesh,Noida,697,185068
147,46,Self-Employed,Tamil Nadu,Madurai,745,228958
148,35,Salaried,Maharashtra,Nagpur,604,207789
149,44,Salaried,Gujarat,Ahmedabad,767,1283607
150,36,Salaried,Karnataka,Mangaluru,692,203921
151,30,Salaried,Telangana,Warangal,695,395498
152,33,Salaried,West Bengal,Kolkata,660,239019
153,32,Salaried,Telangana,Nizamabad,603,280588
154,36,Self-Employed,Karnataka,Bengaluru,738,499157
155,33,Salaried,Maharashtra,Mumbai,616,1326211
156,34,Salaried,Maharashtra,Pune,774,717800
157,25,Self-Employed,West Bengal,Howrah,795,371917
158,30,Salaried,Karnataka,Mangaluru,652,313581
159,49,Salaried,Delhi,Dwarka,593,193078
160,31,Self-Employed,Tamil Nadu,Coimbatore,665,389965
161,28,Salaried,Gujarat,Ahmedabad,607,1243494
162,39,Salaried,Gujarat,Ahmedabad,666,1126592
163,47,Self-Employed,Maharashtra,Mumbai,652,193185
164,24,Self-Employed,Maharashtra,Pune,641,438891
165,34,Self-Employed,Delhi,Rohini,615,311040
166,31,Self-Employed,Tamil Nadu,Coimbatore,615,187694
167,22,Salaried,Karnataka,Mysuru,671,1098204
168,42,Self-Employed,Tamil Nadu,Madurai,645,1499798
169,36,Salaried,Delhi,Rohini,620,215557
170,37,Salaried,Uttar Pradesh,Lucknow,716,282925
171,30,Salaried,West Bengal,Kolkata,643,203950
172,40,Salaried,Telangana,Hyderabad,688,1466002
173,32,Self-Employed,Maharashtra,Mumbai,686,565083
174,35,Salaried,Gujarat,Vadodara,649,197307
175,27,Salaried,West Bengal,Kolkata,688,1312650
176,26,Salaried,Delhi,Rohini,631,764605
177,47,Salaried,Gujarat,Ahmedabad,692,240098
178,32,Salaried,Tamil Nadu,Madurai,710,232373
179,38,Self-Employed,West Bengal,Howrah,660,884586
180,36,Salaried,Maharashtra,Mumbai,729,248161
181,32,Self-Employed,Maharashtra,Mumbai,605,755315
182,32,Self-Employed,Maharashtra,Mumbai,681,801639
183,41,Salaried,Tamil Nadu,Chennai,660,213662
184,34,Salaried,West Bengal,Howrah,556,578893
185,35,Self-Employed,West Bengal,Siliguri,675,742328
186,36,Salaried,Karnataka,Bengaluru,609,1272113
187,45,Salaried,Tamil Nadu,Chennai,622,591877
188,41,Salaried,Delhi,New Delhi,794,589384
189,39,Self-Employed,Delhi,New Delhi,621,1555860
190,31,Self-Employed,Tamil Nadu,Coimbatore,558,448680
191,25,Self-Employed,Delhi,Dwarka,621,365207
192,44,Self-Employed,Maharashtra,Nagpur,627,814030
193,44,Salaried,Tamil Nadu,Chennai,648,273204
194,35,Self-Employed,Delhi,Dwarka,632,338634
195,40,Salaried,Maharashtra,Pune,698,447485
196,42,Salaried,Delhi,Dwarka,586,239656
197,43,Self-Employed,Maharashtra,Mumbai,692,421434
198,43,Self-Employed,Gujarat,Vadodara,700,776920
199,32,Salaried,Tamil Nadu,Madurai,640,1724643
200,48,Salaried,Maharashtra,Mumbai,687,930108
201,26,Salaried,Maharashtra,Pune,656,596226
202,43,Self-Employed,West Bengal,Siliguri,714,194729
203,40,Salaried,Karnataka,Mangaluru,630,407726
204,43,Salaried,Delhi,Rohini,584,1536361
205,51,Self-Employed,Uttar Pradesh,Kanpur,598,417399
206,48,Self-Employed,Karnataka,Mangaluru,581,526559
207,27,Salaried,Telangana,Nizamabad,734,448865
208,22,Self-Employed,Gujarat,Ahmedabad,680,269914
209,43,Self-Employed,Karnataka,Bengaluru,585,906432
210,28,Salaried,West Bengal,Kolkata,613,297901
211,36,Self-Employed,Tamil Nadu,Coimbatore,681,411236
212,43,Salaried,Maharashtra,Nagpur,673,472145
213,23,Self-Employed,Karnataka,Mysuru,617,601802
214,21,Self-Employed,Maharashtra,Pune,605,738563
215,38,Salaried,Delhi,New Delhi,660,451413
216,36,Self-Employed,Uttar Pradesh,Noida,650,732852
217,34,Salaried,Gujarat,Ahmedabad,680,189971
218,36,Salaried,West Bengal,Siliguri,658,691680
219,29,Salaried,Uttar Pradesh,Lucknow,699,987596
220,24,Salaried,Uttar Pradesh,Noida,760,686818
221,35,Salaried,West Bengal,Howrah,658,1418986
222,28,Salaried,Gujarat,Vadodara,789,523552
223,23,Salaried,West Bengal,Howrah,626,244339
224,40,Salaried,Maharashtra,Pune,730,636418
225,36,Salaried,Telangana,Warangal,732,355736
226,39,Salaried,Uttar Pradesh,Kanpur,721,1537181
227,28,Salaried,Delhi,Rohini,749,269942
228,31,Salaried,Uttar Pradesh,Noida,643,295430
229,28,Self-Employed,Maharashtra,Mumbai,623,262079
230,29,Self-Employed,Tamil Nadu,Coimbatore,622,292382
231,38,Salaried,Karnataka,Bengaluru,610,294945
232,30,Self-Employed,Gujarat,Surat,558,248780
233,39,Self-Employed,West Bengal,Kolkata,697,303392
234,39,Self-Employed,Gujarat,Vadodara,650,296406
235,52,Salaried,Telangana,Warangal,651,577424
236,25,Self-Employed,Maharashtra,Nagpur,645,1044775
237,43,Salaried,Gujarat,Ahmedabad,720,246002
238,35,Self-Employed,Telangana,Warangal,670,295935
239,36,Salaried,Uttar Pradesh,Lucknow,679,818685
240,24,Salaried,Telangana,Hyderabad,597,396416
241,32,Salaried,Telangana,Nizamabad,691,193008
242,42,Salaried,Maharashtra,Nagpur,679,1742260
243,35,Self-Employed,Gujarat,Vadodara,674,972712
244,37,Salaried,Tamil Nadu,Chennai,577,303652
245,34,Salaried,Karnataka,Mysuru,694,834234
246,45,Self-Employed,Karnataka,Mysuru,640,463504
247,36,Self-Employed,Gujarat,Ahmedabad,730,250009
248,21,Self-Employed,Maharashtra,Nagpur,607,188984
249,30,Salaried,West Bengal,Howrah,760,834716
250,21,Salaried,Maharashtra,Mumbai,613,756057
251,21,Salaried,Karnataka,Mysuru,608,371713
252,32,Salaried,Telangana,Nizamabad,660,258536
253,47,Self-Employed,Delhi,Dwarka,620,283513
254,36,Self-Employed,Karnataka,Mysuru,605,269091
255,27,Self-Employed,Gujarat,Vadodara,633,1337055
256,28,Salaried,Maharashtra,Pune,639,181108
257,45,Salaried,Delhi,New Delhi,785,579915
258,37,Salaried,Maharashtra,Mumbai,759,857529
259,36,Salaried,Tamil Nadu,Chennai,753,257478
260,36,Salaried,Uttar Pradesh,Lucknow,798,249743
261,36,Salaried,Uttar Pradesh,Noida,629,615534
262,42,Self-Employed,Gujarat,Vadodara,690,193994
263,40,Salaried,Uttar Pradesh,Kanpur,683,211601
264,38,Self-Employed,Tamil Nadu,Chennai,582,229382
265,28,Self-Employed,Gujarat,Ahmedabad,650,934407
266,40,Self-Employed,Delhi,Rohini,582,511749
267,31,Salaried,Delhi,Dwarka,594,589887
268,45,Salaried,Tamil Nadu,Madurai,642,488086
269,26,Salaried,Karnataka,Mysuru,800,194126
270,35,Salaried,Karnataka,Bengaluru,613,277180
271,36,Salaried,Delhi,Rohini,583,492333
272,25,Salaried,Karnataka,Mysuru,638,526443
273,50,Salaried,Karnataka,Bengaluru,745,314282
274,48,Salaried,Tamil Nadu,Chennai,639,457231
275,32,Self-Employed,West Bengal,Kolkata,671,577937
276,42,Salaried,Delhi,Dwarka,661,785445
277,39,Salaried,Telangana,Warangal,632,846144
278,21,Salaried,Delhi,Rohini,783,396560
279,38,Salaried,Gujarat,Surat,800,736320
280,36,Salaried,Telangana,Nizamabad,735,472381
281,37,Self-Employed,West Bengal,Kolkata,662,706140
282,27,Salaried,Karnataka,Mysuru,646,269995
283,34,Self-Employed,Maharashtra,Nagpur,655,287726
284,35,Salaried,Karnataka,Mysuru,742,481268
285,46,Self-Employed,Telangana,Warangal,679,923369
286,39,Salaried,Karnataka,Mangaluru,703,270299
287,36,Salaried,Maharashtra,Mumbai,691,1457285
288,48,Salaried,Gujarat,Vadodara,621,390619
289,32,Self-Employed,Tamil Nadu,Chennai,654,241336
290,33,Salaried,Karnataka,Mysuru,660,460327
291,21,Salaried,Karnataka,Mysuru,618,254199
292,49,Salaried,Delhi,Dwarka,665,189918
293,44,Self-Employed,Karnataka,Mangaluru,762,487266
294,43,Salaried,Telangana,Hyderabad,787,1442596
295,41,Salaried,West Bengal,Kolkata,748,269062
296,37,Self-Employed,Uttar Pradesh,Lucknow,659,1464290
297,38,Self-Employed,West Bengal,Howrah,661,267118
298,34,Salaried,Uttar Pradesh,Kanpur,670,652752
299,34,Self-Employed,Tamil Nadu,Coimbatore,595,798097
300,36,Self-Employed,Gujarat,Surat,571,260641
301,48,Salaried,Gujarat,Surat,729,317264
302,40,Self-Employed,Maharashtra,Nagpur,553,962096
303,36,Salaried,Uttar Pradesh,Noida,638,942422
304,31,Self-Employed,Uttar Pradesh,Lucknow,653,313920
305,31,Salaried,Delhi,Dwarka,780,202967
306,49,Salaried,Karnataka,Bengaluru,596,834465
307,40,Salaried,West Bengal,Howrah,758,964008
308,37,Salaried,West Bengal,Siliguri,699,1468468
309,33,Self-Employed,Gujarat,Surat,613,926273
310,27,Salaried,Telangana,Nizamabad,662,573842
311,35,Salaried,Maharashtra,Nagpur,689,573024
312,43,Salaried,Karnataka,Bengaluru,638,261750
313,33,Salaried,Delhi,Dwarka,671,399032
314,34,Salaried,Karnataka,Mangaluru,668,1530750
315,34,Salaried,Telangana,Warangal,667,848712
316,37,Salaried,Maharashtra,Mumbai,628,590865
317,23,Self-Employed,Karnataka,Mangaluru,655,420970
318,34,Salaried,Telangana,Nizamabad,691,1590914
319,29,Salaried,Maharashtra,Pune,620,748795
320,43,Salaried,Telangana,Hyderabad,639,1570104
321,30,Salaried,Karnataka,Mangaluru,669,973879
322,41,Salaried,Tamil Nadu,Chennai,613,312346
323,48,Self-Employed,Telangana,Nizamabad,768,741906
324,33,Self-Employed,West Bengal,Howrah,633,440862
325,31,Salaried,Tamil Nadu,Chennai,735,847807
326,38,Salaried,Delhi,Rohini,562,225990
327,36,Self-Employed,Maharashtra,Mumbai,628,267078
328,28,Salaried,West Bengal,Siliguri,606,382884
329,40,Salaried,Uttar Pradesh,Kanpur,657,1599512
330,52,Salaried,West Bengal,Howrah,657,239699
331,34,Salaried,Delhi,Dwarka,684,374789
332,34,Salaried,Gujarat,Vadodara,606,192545
333,28,Salaried,West Bengal,Kolkata,693,421994
334,39,Self-Employed,Gujarat,Ahmedabad,637,1548766
335,26,Salaried,Telangana,Hyderabad,798,592321
336,27,Salaried,Uttar Pradesh,Lucknow,562,821658
337,46,Self-Employed,Tamil Nadu,Madurai,600,959903
338,29,Salaried,Telangana,Warangal,618,588281
339,45,Self-Employed,Gujarat,Surat,603,419571
340,48,Salaried,Uttar Pradesh,Kanpur,672,308968
341,38,Self-Employed,West Bengal,Kolkata,650,688155
342,40,Salaried,Telangana,Nizamabad,767,479610
343,52,Salaried,Karnataka,Mysuru,614,345618
344,34,Salaried,West Bengal,Howrah,663,1192180
345,31,Self-Employed,Uttar Pradesh,Noida,655,378198
346,25,Salaried,Karnataka,Mysuru,628,934505
347,36,Self-Employed,Tamil Nadu,Coimbatore,635,1575230
348,48,Salaried,West Bengal,Howrah,721,1468722
349,44,Self-Employed,Maharashtra,Nagpur,697,227676
350,28,Salaried,Karnataka,Bengaluru,620,246045
351,29,Salaried,Maharashtra,Mumbai,666,184299
352,32,Salaried,Karnataka,Bengaluru,609,1195664
353,38,Salaried,Uttar Pradesh,Kanpur,660,431705
354,34,Self-Employed,Karnataka,Mangaluru,662,1373676
355,38,Salaried,Delhi,Rohini,595,295225
356,38,Salaried,Telangana,Hyderabad,589,350332
357,34,Salaried,Tamil Nadu,Coimbatore,588,470044
358,36,Self-Employed,Tamil Nadu,Madurai,747,886129
359,38,Salaried,Gujarat,Ahmedabad,781,303344
360,35,Self-Employed,Tamil Nadu,Coimbatore,710,1038071
361,40,Self-Employed,Uttar Pradesh,Noida,581,757590
362,51,Salaried,Karnataka,Mysuru,661,654819
363,41,Salaried,Gujarat,Surat,704,616872
364,36,Salaried,Delhi,Dwarka,725,1021138
365,23,Salaried,Telangana,Hyderabad,683,230247
366,39,Salaried,Uttar Pradesh,Noida,639,353045
367,21,Self-Employed,Uttar Pradesh,Noida,784,841555
368,25,Self-Employed,Delhi,Rohini,706,374622
369,43,Salaried,Uttar Pradesh,Lucknow,586,858809
370,42,Salaried,Delhi,Dwarka,606,298081
371,35,Salaried,Gujarat,Ahmedabad,654,477835
372,22,Self-Employed,West Bengal,Siliguri,583,293629
373,33,Self-Employed,Telangana,Hyderabad,669,306252
374,31,Salaried,Telangana,Hyderabad,605,626181
375,41,Salaried,Gujarat,Vadodara,615,217548
376,54,Salaried,Maharashtra,Nagpur,685,965907
377,38,Salaried,Uttar Pradesh,Lucknow,793,529475
378,30,Salaried,Maharashtra,Mumbai,650,1240826
379,27,Salaried,Uttar Pradesh,Kanpur,722,971093
380,36,Salaried,West Bengal,Siliguri,700,566438
381,35,Salaried,West Bengal,Howrah,584,272373
382,27,Salaried,Tamil Nadu,Coimbatore,696,184312
383,37,Salaried,Delhi,Rohini,590,652294
384,27,Salaried,Maharashtra,Nagpur,693,885911
385,45,Self-Employed,West Bengal,Howrah,689,1228116
386,45,Salaried,Maharashtra,Mumbai,791,512016
387,45,Self-Employed,Tamil Nadu,Coimbatore,680,1260116
388,32,Salaried,Telangana,Hyderabad,633,188182
389,40,Self-Employed,Maharashtra,Nagpur,792,212994
390,35,Salaried,Delhi,Rohini,644,511004
391,33,Salaried,Karnataka,Mysuru,551,446216
392,33,Self-Employed,Maharashtra,Nagpur,647,800851
393,26,Salaried,Gujarat,Vadodara,769,1107866
394,24,Salaried,Tamil Nadu,Chennai,651,279804
395,42,Salaried,Telangana,Warangal,792,395034
396,34,Self-Employed,Delhi,Rohini,644,1350991
397,38,Salaried,Delhi,Rohini,650,773258
398,44,Salaried,Delhi,New Delhi,633,348671
399,22,Salaried,Tamil Nadu,Chennai,670,726457
400,30,Salaried,Maharashtra,Nagpur,632,203243
401,37,Self-Employed,Delhi,Rohini,613,1619961
402,39,Self-Employed,Delhi,Rohini,668,498318
403,33,Salaried,Maharashtra,Mumbai,559,757570
404,44,Salaried,Delhi,Rohini,588,947729
405,38,Self-Employed,Tamil Nadu,Madurai,647,215240
406,26,Salaried,Gujarat,Ahmedabad,731,549009
407,29,Salaried,Uttar Pradesh,Lucknow,652,555904
408,42,Salaried,Telangana,Hyderabad,608,241728
409,40,Self-Employed,Karnataka,Bengaluru,653,427307
410,21,Salaried,Telangana,Hyderabad,556,1657624
411,47,Self-Employed,Telangana,Nizamabad,772,252891
412,41,Salaried,Gujarat,Ahmedabad,561,215359
413,47,Salaried,Delhi,Dwarka,679,1737820
414,33,Self-Employed,Gujarat,Surat,657,562561
415,34,Salaried,Uttar Pradesh,Noida,646,733239
416,27,Salaried,Telangana,Warangal,795,260630
417,56,Salaried,Delhi,Dwarka,621,854396
418,35,Salaried,Karnataka,Bengaluru,641,397573
419,49,Salaried,Karnataka,Mysuru,782,890685
420,31,Salaried,Uttar Pradesh,Noida,602,931943
421,37,Salaried,Karnataka,Mysuru,677,384861
422,23,Salaried,Delhi,Rohini,686,185295
423,33,Salaried,Delhi,Rohini,627,541234
424,44,Salaried,Gujarat,Ahmedabad,609,1192752
425,26,Salaried,Tamil Nadu,Chennai,563,1519706
426,45,Salaried,Delhi,Rohini,638,556985
427,39,Salaried,Delhi,New Delhi,676,547747
428,28,Salaried,Uttar Pradesh,Noida,611,516093
429,32,Salaried,Tamil Nadu,Chennai,677,1224931
430,32,Salaried,Tamil Nadu,Coimbatore,724,386287
431,36,Self-Employed,West Bengal,Kolkata,669,1453525
432,32,Salaried,Delhi,Rohini,705,226464
433,29,Salaried,Delhi,Dwarka,635,265861
434,34,Salaried,Maharashtra,Nagpur,603,646266
435,28,Salaried,Gujarat,Ahmedabad,642,1739422
436,26,Self-Employed,Delhi,Dwarka,703,970894
437,36,Salaried,Karnataka,Mangaluru,799,1624498
438,43,Self-Employed,Karnataka,Bengaluru,696,189987
439,24,Self-Employed,Gujarat,Surat,645,229353
440,36,Salaried,Gujarat,Surat,676,458252
441,31,Self-Employed,Uttar Pradesh,Kanpur,589,309076
442,28,Self-Employed,Karnataka,Bengaluru,706,325641
443,43,Salaried,Gujarat,Surat,711,965878
444,32,Self-Employed,Delhi,New Delhi,698,711439
445,48,Salaried,Telangana,Nizamabad,587,375711
446,30,Salaried,West Bengal,Kolkata,665,225817
447,39,Salaried,Uttar Pradesh,Noida,618,282857
448,34,Self-Employed,Tamil Nadu,Madurai,646,252088
449,30,Self-Employed,Tamil Nadu,Madurai,694,209753
450,41,Self-Employed,West Bengal,Kolkata,624,592973
451,35,Salaried,Maharashtra,Mumbai,729,455577
452,41,Salaried,Maharashtra,Mumbai,571,432959
453,36,Salaried,West Bengal,Howrah,744,839520
454,27,Salaried,Uttar Pradesh,Noida,615,472899
455,35,Salaried,Karnataka,Mangaluru,649,189019
456,36,Salaried,Delhi,Dwarka,659,279354
457,44,Salaried,Gujarat,Vadodara,627,1182787
458,29,Salaried,Uttar Pradesh,Kanpur,651,1524146
459,36,Salaried,Karnataka,Mysuru,645,368762
460,22,Salaried,Telangana,Warangal,555,805271
461,41,Self-Employed,West Bengal,Siliguri,704,619859
462,27,Salaried,Karnataka,Mysuru,664,889695
463,22,Salaried,Delhi,Dwarka,608,252860
464,36,Salaried,Gujarat,Vadodara,637,444921
465,45,Salaried,Karnataka,Bengaluru,629,814817
466,24,Self-Employed,Telangana,Warangal,627,341227
467,27,Self-Employed,Telangana,Nizamabad,685,685431
468,30,Salaried,Karnataka,Mysuru,632,251071
469,27,Salaried,West Bengal,Howrah,613,522191
470,39,Self-Employed,Telangana,Nizamabad,573,505717
471,30,Salaried,West Bengal,Siliguri,648,623300
472,30,Self-Employed,West Bengal,Kolkata,764,320315
473,41,Salaried,Delhi,Dwarka,579,1171878
474,30,Salaried,Tamil Nadu,Madurai,757,852094
475,39,Salaried,Tamil Nadu,Chennai,719,416681
476,28,Salaried,Maharashtra,Mumbai,619,377627
477,26,Salaried,Telangana,Nizamabad,631,427360
478,21,Self-Employed,Maharashtra,Pune,675,325793
479,51,Self-Employed,West Bengal,Howrah,601,975718
480,33,Salaried,Gujarat,Vadodara,785,431418
481,38,Salaried,Tamil Nadu,Chennai,570,194933
482,36,Self-Employed,Tamil Nadu,Coimbatore,769,369275
483,37,Salaried,Uttar Pradesh,Noida,657,1532934
484,36,Salaried,Karnataka,Mysuru,562,664911
485,51,Salaried,Karnataka,Mysuru,695,727086
486,28,Salaried,Gujarat,Ahmedabad,762,792595
487,24,Salaried,Karnataka,Mysuru,617,453488
488,28,Self-Employed,Maharashtra,Mumbai,621,197729
489,25,Salaried,Delhi,Dwarka,696,562765
490,42,Salaried,West Bengal,Siliguri,550,305197
491,43,Salaried,Maharashtra,Mumbai,668,671605
492,28,Salaried,Telangana,Hyderabad,618,459217
493,25,Salaried,Telangana,Nizamabad,589,259746
494,33,Salaried,West Bengal,Siliguri,763,701403
495,47,Salaried,Delhi,New Delhi,663,186445
496,21,Self-Employed,West Bengal,Siliguri,700,252717
497,40,Salaried,Gujarat,Surat,563,216015
498,27,Self-Employed,Karnataka,Bengaluru,582,773713
499,44,Salaried,Uttar Pradesh,Noida,641,194035
500,27,Self-Employed,West Bengal,Siliguri,584,279629
501,34,Salaried,Maharashtra,Mumbai,607,293904
502,24,Salaried,Delhi,New Delhi,602,1614130
503,28,Salaried,Maharashtra,Nagpur,712,441975
504,47,Salaried,Karnataka,Bengaluru,782,810597
505,43,Salaried,Karnataka,Mangaluru,669,205616
506,33,Self-Employed,West Bengal,Howrah,655,247758
507,29,Salaried,Karnataka,Mangaluru,643,337820
508,21,Salaried,Telangana,Warangal,704,533098
509,33,Self-Employed,Karnataka,Bengaluru,712,606506
510,36,Salaried,Maharashtra,Nagpur,751,809602
511,35,Salaried,Karnataka,Bengaluru,626,290556
